DOI,Title,Authors,Abstract,Journal,Date
10.1007/978-1-0716-3854-5_2,Using 3-Dimensional Cultures to Propagate Genetically Modified Lung Organoids,"Fan Chen, Kassandra J Naughton, Joo-Hyeon Lee, Christine F Brainson","Transformed lung organoids have extensive applications in lung cancer modeling and drug screening. Traditional two-dimensional (2D) cultures fail to propagate a large subpopulation of murine primary tumors in vitro. However, three-dimensional (3D) air-liquid interface (ALI) cultures, which are employed to grow normal lung organoids, can be used to efficiently culture cancerous lung tumor cells. Here, we detail a procedure for cultivating genetically modified lung organoids in 3D-ALI cultures. This protocol contains two parts. The first part describes how to transduce lung epithelial cells, which are either freshly sorted from lungs or from actively growing murine organoids, with virus in order to modify gene expression. The target lung cells are incubated with virus for 1-2 h for transduction. Then, the transduced cells are thoroughly washed and mixed with stromal support cells and Matrigel and are loaded into transwell inserts for culture and validated for genetic modifications through downstream assays. The second part describes how to isolate tumor cells growing orthotopically in genetically engineered mouse models to produce organoid cell lines that can be used for ex vivo drug discovery assays. For this protocol, tumors are isolated from lungs of mice, finely chopped and washed. Then, tumor chunks are mixed with Matrigel for 3D-ALI culture. Finally, organoids budding from tumor chunks are trypsinized and passaged to establish an organoid line. Together these two protocols provide a promising platform to study the genesis, progression, and treatment of lung cancer.",Methods Mol Biol,00/00/0000
10.1126/science.ads8738,In-cell architecture of the mitochondrial respiratory chain,"Florent Waltz, Ricardo D Righetto, Lorenz Lamm, Thalia Salinas-Giegé, Ron Kelley, Xianjun Zhang, Martin Obr, Sagar Khavnekar, Abhay Kotecha, Benjamin D Engel","Mitochondria regenerate adenosine triphosphate (ATP) through oxidative phosphorylation. This process is carried out by five membrane-bound complexes collectively known as the respiratory chain, working in concert to transfer electrons and pump protons. The precise organization of these complexes in native cells is debated. We used in situ cryo-electron tomography to visualize the native structures and organization of several major mitochondrial complexes inChlamydomonas reinhardtiicells. ATP synthases and respiratory complexes segregate into curved and flat crista membrane domains, respectively. Respiratory complexes I, III, and IV assemble into a respirasome supercomplex, from which we determined a native 5-angstrom (Å) resolution structure showing binding of electron carrier cytochromec. Combined with single-particle cryo-electron microscopy at 2.4-Å resolution, we model how the respiratory complexes organize inside native mitochondria.",Science,21/03/2025
10.1016/S0140-6736(24)02840-X,"Global, regional, and national burden of household air pollution, 1990-2021: a systematic analysis for the Global Burden of Disease Study 2021",GBD 2021 HAP Collaborators,"Background:Despite a substantial reduction in the use of solid fuels for cooking worldwide, exposure to household air pollution (HAP) remains a leading global risk factor, contributing considerably to the burden of disease. We present a comprehensive analysis of spatial patterns and temporal trends in exposure and attributable disease from 1990 to 2021, featuring substantial methodological updates compared with previous iterations of the Global Burden of Diseases, Injuries, and Risk Factors Study, including improved exposure estimations accounting for specific fuel types.Methods:We estimated HAP exposure and trends and attributable burden for cataract, chronic obstructive pulmonary disease, ischaemic heart disease, lower respiratory infections, tracheal cancer, bronchus cancer, lung cancer, stroke, type 2 diabetes, and causes mediated via adverse reproductive outcomes for 204 countries and territories from 1990 to 2021. We first estimated the mean fuel type-specific concentrations (in μg/m3) of fine particulate matter (PM2·5) pollution to which individuals using solid fuels for cooking were exposed, categorised by fuel type, location, year, age, and sex. Using a systematic review of the epidemiological literature and a newly developed meta-regression tool (meta-regression: Bayesian, regularised, trimmed), we derived disease-specific, non-parametric exposure-response curves to estimate relative risk as a function of PM2·5concentration. We combined our exposure estimates and relative risks to estimate population attributable fractions and attributable burden for each cause by sex, age, location, and year.Findings:In 2021, 2·67 billion (95% uncertainty interval [UI] 2·63-2·71) people, 33·8% (95% UI 33·2-34·3) of the global population, were exposed to HAP from all sources at a mean concentration of 84·2 μg/m3. Although these figures show a notable reduction in the percentage of the global population exposed in 1990 (56·7%, 56·4-57·1), in absolute terms, there has been only a decline of 0·35 billion (10%) from the 3·02 billion people exposed to HAP in 1990. In 2021, 111 million (95% UI 75·1-164) global disability-adjusted life-years (DALYs) were attributable to HAP, accounting for 3·9% (95% UI 2·6-5·7) of all DALYs. The rate of global, HAP-attributable DALYs in 2021 was 1500·3 (95% UI 1028·4-2195·6) age-standardised DALYs per 100 000 population, a decline of 63·8% since 1990, when HAP-attributable DALYs comprised 4147·7 (3101·4-5104·6) age-standardised DALYs per 100 000 population. HAP-attributable burden remained highest in sub-Saharan Africa and south Asia, with 4044·1 (3103·4-5219·7) and 3213·5 (2165·4-4409·4) age-standardised DALYs per 100 000 population, respectively. The rate of HAP-attributable DALYs was higher for males (1530·5, 1023·4-2263·6) than for females (1318·5, 866·1-1977·2). Approximately one-third of the HAP-attributable burden (518·1, 410·1-641·7) was mediated via short gestation and low birthweight. Decomposition of trends and drivers behind changes in the HAP-attributable burden highlighted that declines in exposures were counteracted by population growth in most regions of the world, especially sub-Saharan Africa.Interpretation:Although the burden attributable to HAP has decreased considerably, HAP remains a substantial risk factor, especially in sub-Saharan Africa and south Asia. Our comprehensive estimates of HAP exposure and attributable burden offer a robust and reliable resource for health policy makers and practitioners to precisely target and tailor health interventions. Given the persistent and substantial impact of HAP in many regions and countries, it is imperative to accelerate efforts to transition under-resourced communities to cleaner household energy sources. Such initiatives are crucial for mitigating health risks and promoting sustainable development, ultimately improving the quality of life and health outcomes for millions of people.Funding:Bill & Melinda Gates Foundation.",Lancet,18/03/2025
10.1038/s41586-025-08757-x,Spatially resolved mapping of cells associated with human complex traits,"Liyang Song, Wenhao Chen, Junren Hou, Minmin Guo, Jian Yang","Depicting spatial distributions of disease-relevant cells is crucial for understanding disease pathology1,2. Here we present genetically informed spatial mapping of cells for complex traits (gsMap), a method that integrates spatial transcriptomics data with summary statistics from genome-wide association studies to map cells to human complex traits, including diseases, in a spatially resolved manner. Using embryonic spatial transcriptomics datasets covering 25 organs, we benchmarked gsMap through simulation and by corroborating known trait-associated cells or regions in various organs. Applying gsMap to brain spatial transcriptomics data, we reveal that the spatial distribution of glutamatergic neurons associated with schizophrenia more closely resembles that for cognitive traits than that for mood traits such as depression. The schizophrenia-associated glutamatergic neurons were distributed near the dorsal hippocampus, with upregulated expression of calcium signalling and regulation genes, whereas depression-associated glutamatergic neurons were distributed near the deep medial prefrontal cortex, with upregulated expression of neuroplasticity and psychiatric drug target genes. Our study provides a method for spatially resolved mapping of trait-associated cells and demonstrates the gain of biological insights (such as the spatial distribution of trait-relevant cells and related signature genes) through these maps.",Nature,19/03/2025
10.1038/s41586-025-08678-9,A polyene macrolide targeting phospholipids in the fungal cell membrane,"Qisen Deng, Yinchuan Li, Wenyan He, Tao Chen, Nan Liu, Lingman Ma, Zhixia Qiu, Zhuo Shang, Zongqiang Wang","The global spread of multidrug-resistant pathogenic fungi presents a serious threat to human health, necessitating the discovery of antifungals with unique modes of action1. However, conventional activity-based screening for previously undescribed antibiotics has been hampered by the high-frequency rediscovery of known compounds and the lack of new antifungal targets2. Here we report the discovery of a polyene antifungal antibiotic, mandimycin, using a phylogeny-guided natural-product discovery platform. Mandimycin is biosynthesized by the mand gene cluster, has evolved in a distinct manner from known polyene macrolide antibiotics and is modified with three deoxy sugars. It has demonstrated potent and broad-spectrum fungicidal activity against a wide range of multidrug-resistant fungal pathogens in both in vitro and in vivo settings. In contrast to known polyene macrolide antibiotics that target ergosterol, mandimycin has a unique mode of action that involves targeting various phospholipids in fungal cell membranes, resulting in the release of essential ions from fungal cells. This unique ability to bind multiple targets gives it robust fungicidal activity as well as the capability to evade resistance. The identification of mandimycin using the phylogeny-guided natural-product discovery strategy represents an important advancement in uncovering antimicrobial compounds with distinct modes of action, which could be developed to combat multidrug-resistant fungal pathogens.",Nature,19/03/2025
10.1016/j.cell.2025.02.018,Genetic protection from type 1 diabetes resulting from accelerated insulin mRNA decay,"René van Tienhoven, Denis O'Meally, Tristan A Scott, Kevin V Morris, John C Williams, John S Kaddis, Arnaud Zaldumbide, Bart O Roep",Insulin gene (INS) variation and beta-cell stress are associated with the risk of development of type 1 diabetes (T1D) and autoimmunity against insulin. The unfolded protein response alleviating endoplasmic reticulum (ER) stress involves activation of inositol-requiring enzyme 1α (IRE1α) that impedes translation by mRNA decay. We discover that the IRE1α digestion motif is present in insulin mRNA carrying SNP rs3842752 (G>A). This SNP in the 3' untranslated region of INS associates with protection from T1D (INSP). ER stress in beta cells with INSPled to accelerated insulin mRNA decay compared with the susceptible INS variant (INSS). Human islets with INSPshowed improved vitality and function and reversed diabetes more rapidly when transplanted into diabetic mice than islets carrying INSSonly. Surrogate beta cells with INSPexpressed less ER stress and INS-DRiP neoantigen. This explanation for genetic protection from T1D may act instead of or in concert with the previously proposed mechanism attributed to INS promoter polymorphism.,Cell,11/03/2025
10.1016/j.cell.2025.02.017,Asian diversity in human immune cells,"Kian Hong Kock, Le Min Tan, Kyung Yeon Han, Yoshinari Ando, Damita Jevapatarakul, Ankita Chatterjee, Quy Xiao Xuan Lin, Eliora Violain Buyamin, Radhika Sonthalia, Deepa Rajagopalan, Yoshihiko Tomofuji, Shvetha Sankaran, Mi-So Park, Mai Abe, Juthamard Chantaraamporn, Seiko Furukawa, Supratim Ghosh, Gyo Inoue, Miki Kojima, Tsukasa Kouno, Jinyeong Lim, Keiko Myouzen, Sarintip Nguantad, Jin-Mi Oh, Nirmala Arul Rayan, Sumanta Sarkar, Akari Suzuki, Narita Thungsatianpun, Prasanna Nori Venkatesh, Jonathan Moody, Masahiro Nakano, Ziyue Chen, Chi Tian, Yuntian Zhang, Yihan Tong, Crystal T Y Tan, Anteneh Mehari Tizazu, Marie Loh, You Yi Hwang, Roger C Ho, Anis Larbi, Tze Pin Ng, Hong-Hee Won, Fred A Wright, Alexandra-Chloé Villani, Jong-Eun Park, Murim Choi, Boxiang Liu, Arindam Maitra, Manop Pithukpakorn, Bhoom Suktitipat, Kazuyoshi Ishigaki, Yukinori Okada, Kazuhiko Yamamoto, Piero Carninci, John C Chambers, Chung-Chau Hon, Ponpan Matangkasombut, Varodom Charoensawan, Partha P Majumder, Jay W Shin, Woong-Yang Park, Shyam Prabhakar","The relationships of human diversity with biomedical phenotypes are pervasive yet remain understudied, particularly in a single-cell genomics context. Here, we present the Asian Immune Diversity Atlas (AIDA), a multi-national single-cell RNA sequencing (scRNA-seq) healthy reference atlas of human immune cells. AIDA comprises 1,265,624 circulating immune cells from 619 donors, spanning 7 population groups across 5 Asian countries, and 6 controls. Though population groups are frequently compared at the continental level, we found that sub-continental diversity, age, and sex pervasively impacted cellular and molecular properties of immune cells. These included differential abundance of cell neighborhoods as well as cell populations and genes relevant to disease risk, pathogenesis, and diagnostics. We discovered functional genetic variants influencing cell-type-specific gene expression, which were under-represented in non-Asian populations, and helped contextualize disease-associated variants. AIDA enables analyses of multi-ancestry disease datasets and facilitates the development of precision medicine efforts in Asia and beyond.",Cell,18/03/2025
10.1038/s43018-025-00937-y,Palmitoylation of GPX4 via the targetable ZDHHC8 determines ferroptosis sensitivity and antitumor immunity,"Liang Zhou, Guangyu Lian, Tao Zhou, Zhe Cai, Shuai Yang, Weining Li, Lilin Cheng, Ying Ye, Mingfeng He, Jianru Lu, Qifeng Deng, Bihui Huang, Xiaoqian Zhou, Desheng Lu, Feng Zhi, Jun Cui","Ferroptosis is closely linked with various pathophysiological processes, including aging, neurodegeneration, ischemia-reperfusion injury, viral infection and, notably, cancer progression; however, its post-translational regulatory mechanisms remain incompletely understood. Here we revealed a crucial role of S-palmitoylation in regulating ferroptosis through glutathione peroxidase 4 (GPX4), a pivotal enzyme that mitigates lipid peroxidation. We identified that zinc finger DHHC-domain containing protein 8 (zDHHC8), an S-acyltransferase that is highly expressed in multiple tumors, palmitoylates GPX4 at Cys75. Through small-molecule drug screening, we identified PF-670462, a zDHHC8-specific inhibitor that promotes the degradation of zDHHC8, consequently attenuating GPX4 palmitoylation and enhancing ferroptosis sensitivity. PF-670462 inhibition of zDHHC8 facilitates the CD8+cytotoxic T cell-induced ferroptosis of tumor cells, thereby improving the efficacy of cancer immunotherapy in a B16-F10 xenograft model. Our findings reveal the prominent role of the zDHHC8-GPX4 axis in regulating ferroptosis and highlight the potential application of zDHHC8 inhibitors in anticancer therapy.",Nat Cancer,19/03/2025
10.1016/S1470-2045(25)00027-0,"Neoadjuvant chemoradiotherapy followed by active surveillance versus standard surgery for oesophageal cancer (SANO trial): a multicentre, stepped-wedge, cluster-randomised, non-inferiority, phase 3 trial","Berend J van der Wilk, Ben M Eyck, Bas P L Wijnhoven, Sjoerd M Lagarde, Camiel Rosman, Bo J Noordman, Maria J Valkema, Tanya M Bisseling, Peter-Paul L O Coene, Marc J van Det, Jan Willem T Dekker, Jolanda M van Dieren, Michail Doukas, Stijn van Esser, W Edward Fiets, Henk H Hartgrink, Joos Heisterkamp, I Lisanne Holster, Bastiaan Klarenbeek, David van Klaveren, Eva Kouw, Ewout A Kouwenhoven, Misha D Luyer, Bianca Mostert, Grard A P Nieuwenhuijzen, Liekele E Oostenbrug, Jean-Pierre Pierie, Johanna W van Sandick, Meindert N Sosef, Manon C W Spaander, Roelf Valkema, Edwin S van der Zaag, Ewout W Steyerberg, J Jan B van Lanschot, SANO Study Group","Background:A substantial proportion of individuals with oesophageal cancer have a pathological complete response after neoadjuvant chemoradiotherapy and oesophagectomy. We aimed to investigate whether active surveillance could be an alternative for individuals with a clinical complete response after neoadjuvant chemoradiotherapy.Methods:We performed a multicentre, stepped-wedge, cluster-randomised, non-inferiority, phase 3 trial in 12 Dutch hospitals. Individuals with locally advanced oesophageal cancer and a clinical complete response after neoadjuvant chemoradiotherapy (ie, no tumour detected with endoscopic biopsies, ultrasound, and PET-CT) underwent active surveillance or standard surgery (ie, oesophagectomy within 2 weeks after reaching clinical complete response). There were no inclusion restrictions regarding comorbidities or performance status, but participants had carcinoma, were age 18 years or older, and were treated with curative intent. Randomisation of hospitals was performed using computer-generated sequences without stratification methods, after an initial phase of all hospitals performing standard surgery. The primary endpoint was overall survival, analysed according to a modified intention-to-treat principle (allowing crossover at time of clinical complete response) and an intention-to-treat principle. Non-inferiority was defined as 2-year survival rate for active surveillance of 15% or less below that for standard surgery. The trial was registered within the Netherlands Trial Register, NTR-6803, and the inclusion phase has been completed.Findings:Between Nov 8, 2017, and Jan 17, 2021, 1115 individuals were screened, of whom 309 were included. 198 underwent active surveillance and 111 underwent standard surgery. 242 (78%) participants were male and 67 (22%) were female. Median follow-up was 38 months (IQR 32-48). 2-year overall survival for active surveillance (74% [95% CI 69-78]) was non-inferior to standard surgery (71% [62-78]) after modified intention-to-treat analysis (one-sided 95% boundary: 7% lower). It remained non-inferior in the intention-to-treat analysis (75% [68-80] vs 70% [63-77], one-sided 95% boundary: 6% lower). There were no significant differences in overall survival according to modified intention-to-treat analysis (hazard ratio 1·14, two-sided 95% CI 0·74-1·78) or intention-to-treat analysis (0·83, 0·53-1·31). The frequency of postoperative complications and postoperative mortality after standard surgery or postponed surgery after active surveillance was similar between groups.Interpretation:Overall survival after active surveillance for oesophageal cancer was non-inferior compared with standard surgery after 2 years. For the long-term efficacy of active surveillance, extended follow-up is required. The results of the present trial could be used for patient counselling and shared decision making.Funding:Dutch Cancer Society (KWF) and Netherlands Organisation for Health Research and Development (ZonMw).",Lancet Oncol,17/03/2025
10.1016/j.cmet.2025.02.008,Pyruvate metabolism enzyme DLAT promotes tumorigenesis by suppressing leucine catabolism,"Ning Wang, Sijia Lu, Ziyi Cao, Huimin Li, Junting Xu, Qian Zhou, Hanrui Yin, Qiqi Qian, Xianjing Zhang, Mijia Tao, Quanxin Jiang, Peihui Zhou, Liaoyuan Zheng, Liu Han, Hongtao Li, Limin Yin, Yunqing Gu, Xuefeng Dou, Haipeng Sun, Wei Wang, Hai-Long Piao, Fuming Li, Yingjie Xu, Weiwei Yang, Suzhen Chen, Junli Liu","Pyruvate and branched-chain amino acid (BCAA) metabolism are pivotal pathways in tumor progression, yet the intricate interplay between them and its implications for tumor progression remain elusive. Our research reveals that dihydrolipoamide S-acetyltransferase (DLAT), a pyruvate metabolism enzyme, promotes leucine accumulation and sustains mammalian target of rapamycin (mTOR) complex activation in hepatocellular carcinoma (HCC). Mechanistically, DLAT directly acetylates the K109 residue of AU RNA-binding methylglutaconyl-coenzyme A (CoA) hydratase (AUH), a critical enzyme in leucine catabolism, inhibiting its activity and leading to leucine accumulation. Notably, DLAT upregulation correlates with poor prognosis in patients with HCC. Therefore, we developed an AUHK109R-mRNA lipid nanoparticles (LNPs) therapeutic strategy, which effectively inhibits tumor growth by restoring leucine catabolism and inhibiting mTOR activation in vivo. In summary, our findings uncover DLAT's unexpected role as an acetyltransferase for AUH, suppressing leucine catabolism. Restoring leucine catabolism with AUHK109R-mRNA LNP effectively inhibits HCC development, highlighting a novel direction for cancer research.",Cell Metab,13/03/2025
10.2337/dc24-2535,Association Between Diabetes and Anemia: Evidence From NHANES and the UK Biobank,"Danyang Wang, Jedidiah I Morton, Agus Salim, Jonathan E Shaw, Dianna J Magliano","Objective:To explore the association between diabetes and anemia.Research design and methods:We included 9,026 and 389,616 participants from the U.S. National Health and Nutrition Examination Surveys and the UK Biobank study (UKB), respectively. Multivariable logistic regression was used to examine the cross-sectional association of diabetes with anemia, as defined by hemoglobin measurement. For the UKB follow-up, multivariable Cox proportional hazards regression was performed to estimate hazard ratios (HRs) and 95% CIs of incident anemia, as defined by hemoglobin levels or diagnosis records, in relation to diabetes. We further assessed the impact of inflammation, renal dysfunction, and medication use on this association in both populations.Results:Among White people aged 40-69 years in the U.S. and U.K., the adjusted odds of study participants with diagnosed diabetes also having anemia was two to four times higher than in those with normal glycemia. Over a median follow-up of 13.6 years in the UKB, 42,354 people developed anemia. The adjusted HRs for incident anemia comparing diagnosed diabetes with normal glycemia were 3.05 (95% CI 2.90-3.21) for iron deficiency anemia, 3.02 (95% CI 2.51-3.63) for anemia of chronic disease, and 4.88 (95% CI 4.23-5.63) for vitamin B12 deficiency anemia. Further adjustment for inflammation, renal dysfunction, and medication use partially attenuated these associations, but they remained strong and significant.Conclusions:Diabetes was associated with several major types of anemia. Further studies are warranted to identify the mechanisms.",Diabetes Care,21/03/2025
10.1038/s41586-025-08727-3,Histological signatures map anti-fibrotic factors in mouse and human lungs,"Jason L Guo, Michelle Griffin, Jung-Ki Yoon, David M Lopez, Yili Zhu, John M Lu, Georgios Mikos, Jennifer B L Parker, Shamik Mascharak, Camille Brenac, Nicholas J Guardino, Darren B Abbas, Dayan J Li, Caleb Valencia, Norah E Liang, Michael Januszyk, Howard Y Chang, Derrick C Wan, Tushar J Desai, Michael T Longaker","Fibrosis, the replacement of healthy tissue with collagen-rich matrix, can occur following injury in almost every organ1,2. Mouse lungs follow a stereotyped sequence of fibrogenesis-to-resolution after bleomycin injury3, and we reasoned that profiling post-injury histological stages could uncover pro-fibrotic versus anti-fibrotic features with functional value for human fibrosis. Here we quantified spatiotemporally resolved matrix transformations for integration with multi-omic data. First, we charted stepwise trajectories of matrix aberration versus resolution, derived from a high-dimensional set of histological fibre features, that denoted a reversible transition in uniform-to-disordered histological architecture. Single-cell sequencing along these trajectories identified temporally enriched 'ECM-secreting' (Csmd1-expressing) and 'pro-resolving' (Cd248-expressing) fibroblasts at the respective post-injury stages. Visium-based spatial analysis further suggested divergent matrix architectures and spatial-transcriptional neighbourhoods by fibroblast subtype, identifying distinct fibrotic versus non-fibrotic biomolecular milieu. Critically, pro-resolving fibroblast instillation helped to ameliorate fibrosis in vivo. Furthermore, the fibroblast neighbourhood-associated factors SERPINE2 and PI16 functionally modulated human lung fibrosis ex vivo. Spatial phenotyping of idiopathic pulmonary fibrosis at protein level additionally uncovered analogous fibroblast subtypes and neighbourhoods in human disease. Collectively, these findings establish an atlas of pro- and anti-fibrotic factors that underlie lung matrix architecture and implicate fibroblast-associated biological features in modulating fibrotic progression versus resolution.",Nature,19/03/2025
10.1016/j.cmet.2025.02.009,Remote limb ischemic conditioning alleviates steatohepatitis via extracellular vesicle-mediated muscle-liver crosstalk,"Yichao Zhao, Ling Gao, Jianqing Chen, Jingze Wei, Guanqiao Lin, Kewei Hu, Wubin Zhao, Weijun Wei, Wei Huang, Lingchen Gao, Ancai Yuan, Kun Qian, Alex F Chen, Jun Pu","Metabolic dysfunction-associated steatohepatitis (MASH) is an advanced form of liver disease with adverse outcomes. Manipulating interorgan communication is considered a promising strategy for managing metabolic disease, including steatohepatitis. Here, we report that remote limb ischemic conditioning (RIC), a clinically validated therapy for distant organ protection by transient muscle ischemia, significantly alleviated steatohepatitis in different mouse models. The beneficial effect of limb ischemic conditioning was mediated by muscle-to-liver transfer of small extracellular vesicles (sEVs) and their cargo microRNAs, leading to elevation of miR-181d-5p in the liver. Hepatic miR-181d-5p overexpression faithfully mirrored the molecular and histological benefits of limb ischemic conditioning by suppressing nuclear receptor 4A3 (NR4A3). Furthermore, circulating EVs from human volunteers undergoing limb ischemic conditioning improved steatohepatitis and transcriptomic perturbations in primary human hepatocytes and animal models. Our data underscore the translational potential of limb ischemic conditioning for steatohepatitis management and extend our understanding of muscle-liver crosstalk.",Cell Metab,18/03/2025
